mean_acc_x,mean_acc_y,mean_acc_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,std_acc_x,std_acc_y,std_acc_z,std_gyro_x,Activity
0.258280,0.504610,9.078156,0.070163,0.027109,0.054980,0.377816,0.324151,0.308278,0.106995,WALKING
0.663913,0.273326,10.254662,0.065224,0.064454,0.041865,0.470302,0.436328,0.425190,0.128409,WALKING
0.481565,0.520556,9.413651,0.096274,0.105200,0.121505,0.646260,0.345740,0.429671,0.086991,WALKING
0.392550,0.324604,9.763470,0.011267,-0.013889,0.083022,0.517110,0.332209,0.307522,0.085688,WALKING
0.565211,0.155906,9.608274,0.043194,0.044244,0.094922,0.400559,0.426761,0.425755,0.124448,WALKING
0.561907,0.403006,9.833343,0.099580,0.043808,0.095171,0.377005,0.375217,0.446248,0.177982,WALKING
0.317394,-0.097308,9.640347,0.115118,0.057803,0.069233,0.415379,0.470338,0.482361,0.157119,WALKING
0.136831,0.483267,9.571614,0.044457,0.050102,0.120413,0.313157,0.402608,0.339633,0.052687,WALKING
0.425538,0.259419,9.147022,0.038748,0.028893,0.098075,0.346987,0.638484,0.355573,0.112717,WALKING
0.491835,0.586890,9.818135,0.080222,0.047966,0.053660,0.349821,0.445756,0.492074,0.088299,WALKING
0.624200,0.350746,9.629933,0.049566,0.009908,0.086730,0.371011,0.286230,0.461678,0.123416,WALKING
0.449133,0.292366,9.548412,0.013349,0.045725,0.081411,0.364013,0.383285,0.337738,0.067333,WALKING
0.544430,0.457842,9.514681,-0.011431,0.033447,0.099287,0.420841,0.298595,0.421021,0.060375,WALKING
0.241161,0.460383,9.826091,0.022758,0.063128,0.009713,0.379881,0.425686,0.599537,0.108486,WALKING
0.379560,0.373546,9.213335,0.085470,0.063309,0.072271,0.201940,0.323779,0.357703,0.045035,WALKING
0.332087,0.409562,8.792421,0.089390,0.061570,0.054854,0.322305,0.530529,0.489521,0.066062,WALKING
0.540682,0.306934,9.367937,0.074468,0.064302,0.061133,0.167224,0.443668,0.746827,0.125827,WALKING
0.281964,0.592810,9.828717,0.138731,0.082825,0.084487,0.336082,0.265941,0.532302,0.108669,WALKING
0.487247,-0.006705,8.917553,0.079494,0.075617,0.064175,0.459071,0.470008,0.671276,0.075359,WALKING
0.323464,0.256336,9.659661,0.097844,0.064885,0.080288,0.437974,0.467508,0.501678,0.041423,WALKING
0.878002,0.376275,9.444352,0.016773,0.002192,0.086720,0.213597,0.328648,0.405552,0.118003,WALKING
0.747942,0.515259,9.793900,0.055561,0.046556,0.119079,0.541614,0.391067,0.531759,0.057904,WALKING
0.452701,0.331875,9.487740,0.030435,0.089280,0.052432,0.515866,0.523071,0.218304,0.054204,WALKING
0.567925,0.316932,9.968569,-0.000437,0.055012,0.067482,0.238556,0.361584,0.612603,0.132704,WALKING
0.378783,0.114193,9.832767,0.070439,0.072202,0.069539,0.447077,0.515907,0.686663,0.128695,WALKING
0.412449,0.337773,10.002099,0.056515,0.050863,0.053049,0.366359,0.571763,0.274071,0.107786,WALKING
0.485475,0.081825,8.895723,0.059259,0.068274,0.092222,0.427213,0.432900,0.588036,0.116571,WALKING
0.417325,0.376558,9.580814,0.059680,0.006348,0.117322,0.393261,0.367307,0.274613,0.063409,WALKING
0.396024,0.639065,9.498548,0.039317,0.075839,0.096945,0.394228,0.245742,0.172813,0.129700,WALKING
0.445132,0.498698,10.099376,0.042712,0.049853,0.106506,0.462512,0.330875,0.500619,0.108289,WALKING
0.561609,0.676672,9.057558,0.056080,0.044849,0.055253,0.461002,0.413114,0.445966,0.103235,WALKING
0.526350,0.160446,9.491636,0.024538,0.033747,0.168684,0.505050,0.594476,0.552462,0.096623,WALKING
0.696560,0.269926,9.348182,0.018018,0.055682,0.056989,0.242322,0.364329,0.499650,0.138952,WALKING
0.236519,0.470775,8.749417,0.030653,0.022121,0.059264,0.466587,0.253489,0.498414,0.082032,WALKING
0.665822,0.342794,8.859766,0.098871,0.080929,-0.048779,0.380763,0.542093,0.676021,0.090888,WALKING
0.655963,0.117181,9.556968,0.038171,0.054934,0.013720,0.289841,0.442382,0.439543,0.121635,WALKING
0.656130,0.471110,9.506663,0.030348,0.049689,0.097907,0.413442,0.350329,0.466134,0.086768,WALKING
0.694955,0.093844,9.510706,0.059402,0.034627,0.108003,0.330356,0.307636,0.613230,0.088700,WALKING
0.505020,0.327519,9.742407,-0.019550,0.031601,0.110091,0.375380,0.296970,0.404269,0.068781,WALKING
0.531552,0.528321,9.362922,0.070631,0.025501,0.080527,0.405978,0.268759,0.758494,0.135457,WALKING
0.634876,0.218040,9.909060,0.034238,0.077236,0.067566,0.494676,0.505186,0.490216,0.095625,WALKING
0.385890,0.384806,9.423242,0.054218,0.015774,0.083237,0.455754,0.355959,0.592245,0.076558,WALKING
0.665431,0.419446,8.873220,0.060067,0.049745,0.099341,0.475781,0.251927,0.321232,0.069748,WALKING
0.809358,0.108721,9.132565,0.049058,0.052406,0.075336,0.426830,0.339315,0.534783,0.096363,WALKING
0.812549,0.348639,9.188077,0.042153,-0.000077,0.123674,0.343262,0.408239,0.622885,0.155178,WALKING
0.460119,0.186921,9.396352,0.014035,0.000347,0.079378,0.526268,0.253546,0.341301,0.081882,WALKING
-0.145324,0.410507,9.353324,0.030394,0.097761,0.056267,0.471274,0.313527,0.633123,0.100213,WALKING
0.688056,0.188942,10.040048,0.002209,0.108539,0.092061,0.386213,0.217897,0.423575,0.045210,WALKING
0.618824,0.206039,9.652513,0.021629,0.047833,0.049955,0.516789,0.367018,0.765279,0.094906,WALKING
0.563588,0.561309,9.490173,0.031261,-0.010810,0.030844,0.315365,0.407712,0.686041,0.173297,WALKING
0.575832,0.198929,9.419328,0.047882,0.015300,0.103450,0.307677,0.365090,0.488031,0.104520,WALKING
0.920300,0.299343,8.809898,0.082972,0.037031,0.105364,0.294032,0.454560,0.623862,0.099096,WALKING
0.961729,0.558922,9.760373,0.003989,0.019859,0.103638,0.430436,0.493991,0.387306,0.123498,WALKING
0.360027,0.423866,9.874299,0.048634,0.029745,0.130386,0.203457,0.417119,0.274532,0.097715,WALKING
0.657344,0.220296,9.781760,0.060541,0.030194,0.075554,0.319542,0.278028,0.389001,0.088456,WALKING
0.621450,0.448841,9.284124,0.020971,0.085624,0.075007,0.443744,0.494269,0.360297,0.080730,WALKING
0.597158,0.371580,9.194585,0.041434,0.057995,0.038120,0.510584,0.488807,0.566724,0.168148,WALKING
0.540699,0.549652,9.185539,0.007524,0.064538,0.064956,0.408919,0.276559,0.231282,0.035962,WALKING
0.460058,0.362470,9.819725,0.106870,0.045673,0.034422,0.326991,0.360624,0.379031,0.044498,WALKING
0.507643,0.599697,9.746961,0.099604,0.034570,0.049219,0.525501,0.331649,0.442956,0.075480,WALKING
0.534599,0.027693,10.103269,0.039875,0.042993,0.101621,0.371237,0.548386,0.343732,0.117097,WALKING
0.265993,0.269137,9.264988,0.061286,0.039932,0.072947,0.443570,0.329103,0.412433,0.121375,WALKING
0.376672,0.370680,9.171742,0.033274,0.056157,0.015423,0.295880,0.480293,0.420001,0.081676,WALKING
0.550667,0.602583,9.032502,0.002366,0.040739,0.084862,0.261872,0.347421,0.404641,0.055226,WALKING
0.515306,0.298141,9.309420,0.057062,-0.004506,0.062713,0.407228,0.326392,0.367340,0.106370,WALKING
0.540429,0.435773,9.220653,0.039511,0.079830,0.038479,0.335915,0.346629,0.224719,0.086762,WALKING
0.245626,0.251163,9.476346,-0.000854,0.040366,0.114181,0.319729,0.282644,0.374131,0.095078,WALKING
0.418292,0.384523,9.350818,0.007036,0.074231,0.065085,0.370259,0.341410,0.630055,0.086434,WALKING
0.582987,0.114762,9.399998,0.071113,0.066966,0.085871,0.573753,0.209280,0.449699,0.149876,WALKING
0.415616,0.282029,8.789259,0.080615,0.061625,0.082250,0.289256,0.347214,0.297210,0.116834,WALKING
0.683182,0.444490,9.683751,0.020629,0.109693,0.064593,0.461596,0.542595,0.910402,0.086642,WALKING
0.364210,0.138570,9.150870,0.077837,0.041853,0.081189,0.603529,0.508413,0.574059,0.091884,WALKING
0.243919,0.034671,9.423162,0.027383,0.053387,0.103654,0.559018,0.466451,0.560496,0.046611,WALKING
0.686515,0.828917,9.612826,0.055716,0.049202,0.024947,0.426314,0.480055,0.472507,0.082747,WALKING
0.671240,0.548563,9.740003,0.003485,0.064248,0.067744,0.418802,0.511443,0.388185,0.091833,WALKING
0.578504,0.285234,9.561525,0.031059,0.071008,0.078201,0.434283,0.416863,0.233543,0.096044,WALKING
0.683381,0.429896,9.386506,0.036055,0.020437,0.056143,0.346603,0.290892,1.000592,0.095785,WALKING
0.687347,0.294318,9.522081,0.040035,0.075743,0.007868,0.356265,0.328955,0.520040,0.134676,WALKING
0.396029,0.035525,9.416062,0.068568,0.052439,0.077072,0.511989,0.482772,0.610087,0.133040,WALKING
0.356308,0.839127,9.030267,-0.002939,0.020685,0.104007,0.333761,0.358162,0.612001,0.123594,WALKING
0.162583,0.018396,8.900074,0.079870,0.026329,0.118392,0.584163,0.480455,0.603227,0.054129,WALKING
0.685550,0.350520,9.263204,0.011202,0.053341,0.096045,0.459926,0.194267,0.319010,0.130357,WALKING
0.510398,0.372110,9.693137,0.071915,0.090027,0.081399,0.368791,0.422312,0.454439,0.154196,WALKING
0.482727,0.523246,9.637325,0.086427,0.074302,0.154113,0.458286,0.352427,0.456293,0.106489,WALKING
0.760001,0.123698,9.797967,0.035565,0.056238,0.048523,0.493871,0.285020,0.716911,0.147053,WALKING
0.265345,0.677355,9.072051,0.110469,0.112811,0.085017,0.375598,0.414756,0.599453,0.085553,WALKING
0.469220,0.153847,9.632846,0.034959,0.086138,0.089330,0.550762,0.443074,0.458821,0.119886,WALKING
0.332153,0.327787,9.486869,0.075025,-0.001215,0.091468,0.620251,0.529793,0.376420,0.061747,WALKING
0.452569,0.223464,8.775410,0.084292,0.054819,0.059953,0.433547,0.463909,0.565312,0.117120,WALKING
0.606075,0.673531,8.879293,0.082182,0.052316,0.074038,0.315184,0.296644,0.408582,0.110980,WALKING
0.468361,0.132237,9.445971,-0.022668,0.059382,0.064982,0.389291,0.400473,0.441246,0.128518,WALKING
0.433745,0.334651,9.409830,-0.000372,0.025030,0.073916,0.227134,0.483751,0.495514,0.141953,WALKING
0.552143,0.096694,9.843812,0.029645,0.041074,0.045146,0.322907,0.449014,0.364464,0.111757,WALKING
0.783105,0.230023,9.569236,0.096541,0.015183,0.102546,0.417130,0.347029,0.398738,0.113414,WALKING
0.548819,0.216829,9.615251,0.062184,-0.018039,0.056060,0.506649,0.410908,0.469296,0.115921,WALKING
0.599046,0.674533,9.606245,0.006847,0.003336,0.001833,0.373128,0.440962,0.361376,0.097858,WALKING
0.490011,0.484706,9.276737,0.043339,0.056442,0.077195,0.373815,0.561600,0.318906,0.098732,WALKING
0.749704,0.348176,9.455223,0.019671,0.082412,0.085039,0.414433,0.326860,0.367551,0.097211,WALKING
0.521570,0.388917,9.770921,0.011999,0.063039,0.074111,0.493950,0.241524,0.621823,0.087061,WALKING
0.529525,0.274530,9.608097,-0.006558,-0.005122,0.097130,0.425743,0.512851,0.498161,0.098446,WALKING
0.466704,0.418744,9.536992,0.085243,0.066156,0.051723,0.384095,0.589881,0.546053,0.120741,WALKING
0.771954,0.533814,9.852463,0.070798,0.055047,0.077736,0.205335,0.100635,0.736577,0.081133,WALKING
0.505147,0.138374,9.193292,0.050132,0.079195,0.073557,0.478593,0.240614,0.481125,0.120415,WALKING
0.267254,0.346382,9.089856,-0.008520,0.076336,0.114875,0.285580,0.255263,0.554742,0.111477,WALKING
0.364642,0.416783,9.519189,0.060142,0.035603,0.045204,0.519559,0.523029,0.419865,0.137641,WALKING
0.660053,0.099242,9.458447,0.074750,0.087278,0.130652,0.462752,0.374299,0.522139,0.097476,WALKING
0.160542,0.228943,10.144341,0.056219,0.035165,0.051334,0.540266,0.294759,0.746483,0.055966,WALKING
0.230208,0.233817,9.444510,0.087136,0.005956,0.133316,0.513728,0.351195,0.256459,0.124378,WALKING
0.600020,0.094991,9.247468,0.047003,0.002300,0.099173,0.366094,0.460029,0.278785,0.053737,WALKING
0.399405,0.427304,9.501526,0.080674,0.067229,0.061414,0.380174,0.386723,0.566111,0.080842,WALKING
0.402382,0.200354,9.581181,0.076174,0.077971,0.046960,0.354460,0.268307,0.421266,0.087776,WALKING
0.168223,0.048186,9.757760,0.065153,0.057974,0.099530,0.557208,0.187694,0.567422,0.081812,WALKING
0.608954,0.219688,10.134078,0.006444,0.072453,0.085670,0.289302,0.421008,0.496635,0.080817,WALKING
0.524225,0.292269,9.680270,0.023316,0.043755,0.101529,0.399528,0.389089,0.646577,0.083779,WALKING
0.556104,0.710004,9.697166,0.072209,0.081293,0.084934,0.474295,0.500971,0.424455,0.109251,WALKING
0.225679,0.366336,9.833779,0.082306,0.079849,0.081977,0.497045,0.411751,0.513202,0.122204,WALKING
0.818805,0.514903,9.586637,0.025166,-0.000388,0.113003,0.329603,0.467788,0.633910,0.051553,WALKING
0.721974,0.121053,9.548696,0.069820,0.031519,0.101916,0.479058,0.432698,0.668450,0.069637,WALKING
0.890937,-0.159439,9.365648,0.037165,0.025504,0.075763,0.380053,0.213248,0.694717,0.130356,WALKING
0.601294,0.116924,9.695087,0.033367,0.077350,0.078426,0.328610,0.434912,0.519862,0.084785,WALKING
0.360781,0.130336,9.623782,0.050338,0.014277,0.080098,0.430228,0.377896,0.409041,0.121372,WALKING
0.085023,0.223849,9.243763,0.060317,0.100159,0.110838,0.484955,0.320898,0.542669,0.079259,WALKING
0.356109,0.285086,9.599038,0.083652,0.040267,0.044367,0.617461,0.497737,0.366524,0.078344,WALKING
0.314356,0.547863,9.899087,0.072108,0.043941,0.062784,0.498803,0.309127,0.409696,0.081422,WALKING
0.600417,0.573354,9.491333,0.069802,0.057807,0.083077,0.386812,0.266587,0.266177,0.033947,WALKING
0.629222,0.410448,9.696313,0.013905,0.021796,0.099770,0.396142,0.161274,0.496406,0.103625,WALKING
0.524865,-0.088911,9.345126,0.083880,0.014889,0.090516,0.495257,0.200835,0.422226,0.058597,WALKING
0.689518,0.303604,9.114691,0.025368,0.056335,0.101054,0.436624,0.344966,0.609988,0.073359,WALKING
0.534725,0.274508,9.365273,0.074531,0.100996,0.033044,0.461260,0.401881,0.479855,0.095204,WALKING
0.219818,0.181776,9.614279,0.068364,0.049698,0.080680,0.428601,0.325245,0.344587,0.105367,WALKING
0.869218,0.653977,9.185066,0.024257,0.052901,0.080515,0.469066,0.326964,0.695321,0.118269,WALKING
0.535214,0.363351,10.365831,0.097946,0.027311,0.085370,0.337816,0.337901,0.502656,0.095959,WALKING
0.467059,0.388298,9.627394,0.077330,0.018075,0.092614,0.452354,0.472207,0.495426,0.156932,WALKING
0.590743,0.374589,9.191627,0.063820,-0.026347,0.078512,0.423024,0.381715,0.480711,0.078895,WALKING
0.253020,-0.063536,8.981594,0.034592,0.067366,0.078723,0.192765,0.457099,0.405469,0.103800,WALKING
0.609948,0.169886,9.624713,0.043861,0.047350,0.033671,0.397044,0.308677,0.422128,0.093236,WALKING
0.523663,0.641221,9.708959,0.042651,0.018666,0.061007,0.377267,0.409809,0.469120,0.142403,WALKING
0.732612,0.285849,9.393746,0.057408,0.034861,0.067920,0.442789,0.300583,0.486485,0.135087,WALKING
0.687453,0.681002,9.448268,0.050751,0.065510,0.061779,0.330912,0.488970,0.246749,0.069623,WALKING
0.448062,0.243536,9.993777,0.038416,0.042470,0.089806,0.361406,0.386776,0.723507,0.091862,WALKING
0.482941,0.310917,9.679327,0.052357,0.046522,0.130848,0.287387,0.438312,0.378280,0.093107,WALKING
0.791396,0.609571,9.436420,0.108102,0.021242,0.083813,0.461910,0.473452,0.683140,0.060917,WALKING
0.885609,0.297525,8.938274,0.048963,0.053169,0.100288,0.347168,0.357148,0.778936,0.095859,WALKING
0.232700,0.509506,10.192197,0.011556,0.029518,0.049631,0.304561,0.461733,0.384436,0.113747,WALKING
0.499974,0.685883,9.784692,0.026077,0.010631,0.110998,0.420326,0.447838,0.345930,0.140274,WALKING
0.628045,0.175871,9.427140,0.111232,0.027018,0.035424,0.480855,0.317185,0.235946,0.105498,WALKING
0.685365,0.413631,9.606024,0.052690,0.092687,0.112204,0.393638,0.275490,0.508089,0.081882,WALKING
0.296036,0.209482,9.421831,0.033364,0.046036,0.093047,0.424835,0.363959,0.546181,0.060963,WALKING
0.147316,0.464490,9.596219,-0.004052,0.076350,0.052648,0.370229,0.496334,0.709617,0.106307,WALKING
0.552515,0.117677,9.133112,0.017826,0.019835,0.070928,0.529724,0.419653,0.569721,0.095220,WALKING
0.438979,0.019472,9.175729,0.026443,0.065209,0.107121,0.558589,0.496629,0.500915,0.060441,WALKING
0.736488,0.509492,9.179190,0.065575,0.073110,0.111874,0.270627,0.478350,0.389952,0.116144,WALKING
0.250492,0.341303,9.589782,-0.004225,0.069263,0.119022,0.411593,0.452925,0.659476,0.129375,WALKING
0.350688,0.314956,9.251900,0.020293,0.018706,0.092170,0.255706,0.643905,0.456248,0.072908,WALKING
0.258617,0.362762,9.343019,0.044283,0.047738,0.072878,0.438748,0.466945,0.715126,0.123821,WALKING
0.597651,0.274207,9.160567,0.076969,0.047020,0.141192,0.392267,0.385719,0.444640,0.119097,WALKING
0.603696,0.609907,9.596877,0.025753,0.004905,0.100382,0.455916,0.236862,0.379331,0.133124,WALKING
0.488244,0.259283,9.305621,0.029333,0.015407,0.046804,0.483482,0.337591,0.250945,0.063935,WALKING
0.713916,0.557586,9.747067,0.088325,0.013008,0.127337,0.308396,0.482584,0.618300,0.118746,WALKING
0.182235,0.597895,9.271709,0.080747,0.099518,0.122350,0.332759,0.405731,0.332064,0.109423,WALKING
1.028283,0.512969,9.427697,0.002202,-0.022274,0.059609,0.387199,0.451623,0.470306,0.135068,WALKING
0.525560,0.162649,8.983300,0.116591,0.094696,0.075963,0.372958,0.309598,0.528586,0.079256,WALKING
0.467555,0.581544,9.475123,0.011971,0.075566,0.043256,0.347172,0.274029,0.232101,0.111560,WALKING
0.527831,0.424920,9.824498,0.021997,0.002506,0.094967,0.357296,0.483989,0.596368,0.106775,WALKING
0.534666,0.693470,9.330339,0.059365,0.042037,0.058223,0.445338,0.504720,0.593394,0.061142,WALKING
0.555591,0.215282,9.849855,0.022146,-0.021758,0.102681,0.490995,0.297457,0.518150,0.062709,WALKING
0.488048,0.248500,9.435720,-0.013353,0.055352,0.037435,0.202099,0.422219,0.504165,0.143791,WALKING
0.302816,0.131700,9.983104,0.062284,0.034200,0.079771,0.329826,0.337568,0.473212,0.104827,WALKING
0.316446,0.362213,9.203568,0.060801,0.020359,0.110054,0.567385,0.383115,0.388607,0.064447,WALKING
0.700832,0.082779,9.539661,0.107103,0.039525,0.068607,0.354110,0.306809,0.462574,0.036872,WALKING
-0.128729,0.232352,9.969259,0.077837,0.061314,0.051853,0.383686,0.383197,0.587850,0.082638,WALKING
0.317648,0.255019,9.464865,0.053610,0.087018,0.040474,0.354492,0.372016,0.716319,0.063378,WALKING
0.439093,0.206980,9.395565,0.074926,0.057359,0.090090,0.387043,0.327930,0.769904,0.148204,WALKING
0.621575,0.381387,9.393627,0.007646,0.069129,0.035500,0.290664,0.474771,0.544970,0.044469,WALKING
0.723265,0.544746,9.449598,0.048086,0.056783,0.122010,0.208451,0.355666,0.347827,0.087211,WALKING
0.370377,0.215687,9.173777,0.086094,-0.010161,0.074404,0.336924,0.465232,0.453532,0.178215,WALKING
0.275441,0.916143,9.468845,0.081333,0.075683,0.089215,0.548238,0.285081,0.870140,0.124310,WALKING
0.388237,0.455348,8.997811,0.049038,0.030657,-0.009172,0.379574,0.505719,0.477987,0.109006,WALKING
0.483971,0.392855,9.556015,0.029691,0.073822,0.079659,0.441505,0.251755,0.894682,0.132553,WALKING
0.528086,0.278952,9.767547,0.025768,0.080582,0.047010,0.220701,0.331998,0.407818,0.113060,WALKING
0.756729,0.191119,9.314168,0.075366,0.085155,0.099264,0.347628,0.295156,0.542617,0.076361,WALKING
0.566549,0.213237,9.725700,0.031639,0.001863,0.128659,0.224162,0.370983,0.632883,0.055443,WALKING
0.390924,0.739608,9.048406,0.027189,0.099892,0.052369,0.531835,0.368551,0.583859,0.128100,WALKING
0.582372,-0.024816,9.513957,0.025948,0.086195,0.089657,0.397145,0.425623,0.531303,0.087704,WALKING
0.822241,0.087914,9.952372,-0.009112,0.035728,0.064065,0.540851,0.620724,0.484785,0.160632,WALKING
0.556591,0.690781,9.191178,0.000611,0.042882,-0.041306,0.592202,0.380909,0.273780,0.084953,WALKING
0.003400,-0.040662,9.194243,0.045040,0.027210,0.100028,0.231648,0.406805,0.415461,0.056364,WALKING
0.559987,0.307032,9.546964,0.044139,0.067111,0.104339,0.495339,0.301024,0.324448,0.116896,WALKING
0.440058,0.325567,8.925201,0.023113,0.046268,0.072293,0.483129,0.502236,0.485776,0.075802,WALKING
0.758512,0.689032,9.781163,0.093565,0.105409,0.084908,0.433608,0.308947,0.681104,0.122269,WALKING
0.359935,0.187604,9.339941,0.055359,0.066611,0.138560,0.364049,0.416547,0.210127,0.118284,WALKING
0.744122,0.097369,9.337165,0.061919,0.006435,0.094620,0.421971,0.370698,0.698753,0.106047,WALKING
0.563514,0.319961,9.958427,0.065084,0.043156,0.026974,0.341451,0.178579,0.647883,0.099655,WALKING
0.509826,0.375254,9.930243,0.039351,0.037627,0.076360,0.401196,0.416550,0.473662,0.137161,WALKING
0.562109,0.575391,9.253694,0.040472,0.083950,0.106852,0.377867,0.435427,0.577499,0.110292,WALKING
0.043146,0.398324,9.368842,-0.010117,0.065331,0.040902,0.418654,0.403264,0.428917,0.129275,WALKING
0.553139,0.637938,9.597419,0.034672,0.048603,0.085208,0.371979,0.337843,0.562058,0.096901,WALKING
0.202923,0.689253,9.608150,0.037742,0.153991,0.043695,0.315239,0.262596,0.282873,0.151317,WALKING
0.387080,0.038073,9.981571,0.053411,0.026599,0.038482,0.147958,0.152059,0.425254,0.121939,WALKING
0.328028,0.278265,9.285697,0.053633,0.074478,0.114365,0.241806,0.380883,0.370405,0.177475,WALKING
0.510670,0.345843,9.693777,0.066259,0.029421,0.081333,0.464982,0.296222,0.765915,0.105554,WALKING
0.293186,0.150852,9.484197,0.036667,0.081035,0.143718,0.327994,0.378210,0.511513,0.064519,WALKING
-0.020375,-0.094057,9.515408,0.055360,0.029351,0.109701,0.368005,0.313927,0.278331,0.098458,WALKING
0.368409,0.309952,9.257098,0.049974,0.057620,0.127038,0.381274,0.492378,0.695355,0.130617,WALKING
0.730136,0.115666,9.280071,0.028012,0.085666,0.101549,0.368018,0.453019,0.457314,0.094434,WALKING
0.644656,0.190184,9.710386,0.060121,0.092724,0.093809,0.488068,0.542725,0.534268,0.094611,WALKING
0.241603,0.645278,9.199352,0.041506,0.062017,0.079899,0.423746,0.631995,0.652996,0.094672,WALKING
0.467748,0.402071,9.795763,0.008181,0.097653,0.105536,0.273446,0.425743,0.624800,0.058710,WALKING
0.542105,0.422875,9.282587,0.008645,0.040233,0.058747,0.345202,0.386321,0.281699,0.111300,WALKING
0.583320,0.196082,9.534877,0.086138,0.062248,0.050351,0.379429,0.286731,0.540440,0.092999,WALKING
0.328539,0.336373,9.577444,0.063502,0.008471,0.096856,0.468038,0.276493,0.627297,0.103564,WALKING
0.489067,0.280188,9.288107,0.043644,0.063161,0.060403,0.369833,0.417561,0.775089,0.092257,WALKING
0.592405,0.495698,9.857842,-0.006758,0.006068,0.061786,0.315490,0.301785,0.548190,0.117756,WALKING
0.627134,0.178355,9.722673,0.069636,0.013057,0.131221,0.432039,0.437898,0.467689,0.090479,WALKING
0.579240,0.629694,9.132426,0.048144,0.040533,0.111866,0.546432,0.430188,0.381843,0.092479,WALKING
0.614795,0.432338,9.468620,0.061240,0.069381,0.081601,0.177770,0.257113,0.648170,0.104385,WALKING
0.314944,0.344165,9.787343,0.065776,0.070959,0.110855,0.413217,0.332189,0.745299,0.085087,WALKING
0.494949,0.616493,9.279013,0.044155,0.045593,0.085132,0.490629,0.255560,0.607618,0.080628,WALKING
0.622128,0.143728,9.620828,0.027033,-0.001074,0.071964,0.401737,0.343991,0.681540,0.082819,WALKING
0.423504,0.546167,9.441984,0.113635,0.036539,0.139132,0.275801,0.370774,0.670288,0.119544,WALKING
0.248839,0.331953,9.190395,0.085886,0.012318,0.076731,0.412826,0.244320,0.454427,0.098475,WALKING
0.572676,0.488138,9.420642,0.070768,0.033482,0.086231,0.193988,0.477235,0.721840,0.160404,WALKING
0.394684,0.491828,9.422451,-0.003016,0.023772,0.106437,0.292696,0.266810,0.486091,0.073039,WALKING
0.480714,0.059131,9.421140,0.030586,0.027152,0.037926,0.367451,0.471838,0.649120,0.118583,WALKING
0.436768,0.250672,9.639485,0.039801,0.041738,0.120496,0.303606,0.302806,0.261161,0.120206,WALKING
-0.000602,0.443189,9.345942,0.087236,0.032219,0.074733,0.241313,0.516928,0.711022,0.069889,WALKING
0.369871,0.254131,9.635560,0.025917,0.069076,0.074664,0.297690,0.438159,0.433152,0.138614,WALKING
0.591590,0.501221,9.379279,0.112633,0.095704,0.096153,0.366459,0.300588,0.826169,0.105824,WALKING
0.388766,0.309644,9.555087,0.061122,0.040657,0.047443,0.486260,0.521283,0.470847,0.114154,WALKING
0.191725,0.405705,9.669503,0.043372,0.063183,0.054001,0.212819,0.463935,0.478612,0.052873,WALKING
0.695970,0.301398,9.713174,0.050199,0.092535,0.058060,0.383244,0.257525,0.524274,0.118658,WALKING
0.633351,0.457593,9.425737,0.076182,0.047999,0.124033,0.631907,0.401399,0.451400,0.100356,WALKING
0.551367,0.129338,9.408126,-0.034995,0.014496,0.077278,0.479063,0.384173,0.194707,0.084969,WALKING
0.394213,0.404826,9.846573,0.030031,0.032032,0.103948,0.319049,0.368911,0.531603,0.126673,WALKING
0.495533,0.283141,9.680957,0.038992,0.069437,0.117984,0.304108,0.453010,0.391126,0.058575,WALKING
0.486446,0.380234,9.657573,0.003958,0.023496,0.082944,0.569719,0.513037,0.675388,0.104825,WALKING
0.405383,0.057228,9.605377,0.034922,0.089475,0.127442,0.514668,0.270700,0.578687,0.084435,WALKING
0.652262,0.358875,9.871129,0.052296,0.055006,0.051752,0.494270,0.247665,0.422793,0.097188,WALKING
0.671793,0.264599,9.167515,0.044892,0.114351,0.089448,0.379096,0.445555,0.558424,0.078981,WALKING
0.123969,0.434781,9.323078,0.087181,0.011384,0.095569,0.195694,0.493958,0.295377,0.097119,WALKING
0.463499,0.072929,9.780128,0.043454,0.066421,0.095885,0.412435,0.436323,0.590248,0.129576,WALKING
0.371864,0.058091,9.621880,0.066041,0.022041,0.126357,0.368650,0.244405,0.546977,0.048286,WALKING
0.725628,0.363792,9.873156,0.098241,0.063444,0.098936,0.411726,0.450089,0.687372,0.111008,WALKING
0.928162,0.279972,9.971313,0.072769,0.057231,0.123614,0.538793,0.360994,0.496146,0.083471,WALKING
0.542762,0.525977,9.929391,0.088887,0.039299,0.086794,0.356927,0.422908,0.583111,0.133752,WALKING
0.256958,0.394657,9.621035,0.054635,0.065216,0.065732,0.389388,0.328337,0.643305,0.101308,WALKING
0.962725,0.151642,9.885603,0.144589,0.066739,0.118248,0.364186,0.771066,0.588456,0.062513,WALKING
0.492919,0.046746,8.905015,-0.006515,0.081244,0.130848,0.470378,0.390342,0.524119,0.119798,WALKING
0.691099,0.553176,9.218761,0.006587,0.061994,0.054596,0.369213,0.392366,0.248318,0.085442,WALKING
0.238378,0.059110,9.537572,0.050325,0.071821,0.072840,0.418468,0.481750,0.642198,0.134628,WALKING
0.458228,0.567673,9.372489,0.101397,0.113721,0.101369,0.318676,0.437480,0.470359,0.127906,WALKING
0.611308,0.282645,9.177104,0.064421,0.038182,0.126643,0.535688,0.387146,0.462435,0.057656,WALKING
